# Species	Genes	Alg.-Conn.	protein.GCA_000227135.faa	protein.GCA_000755165.faa	protein.GCA_017916335.faa	protein.GCA_017918215.faa	protein.GCA_017918225.faa
5	5	0.934	CBZ37154.1	AIO01308.1	KAG5468928.1	KAG5494191.1	KAG5493435.1
5	5	0.934	CBZ37179.1	AIO01331.1	KAG5468953.1	KAG5494217.1	KAG5493457.1
5	5	0.934	CBZ37542.1	AIN97550.1	KAG5467742.1	KAG5493081.1	KAG5491506.1
5	5	0.934	CBZ37614.1	AIN97626.1	KAG5467806.1	KAG5493139.1	KAG5491568.1
5	5	0.934	CBZ37907.1	AIN97778.1	KAG5467952.1	KAG5493286.1	KAG5491739.1
5	5	0.934	CBZ38814.1	AIO02505.1	KAG5464940.1	KAG5489523.1	KAG5488776.1
5	5	0.934	CBZ39013.1	AIO02697.1	KAG5465138.1	KAG5489718.1	KAG5488981.1
5	5	0.933	CBZ31138.1	AIN95151.1	KAG5488271.1	KAG5512545.1	KAG5508669.1
5	5	0.933	CBZ31199.1	AIN95204.1	KAG5488178.1	KAG5512452.1	KAG5508419.1
5	5	0.933	CBZ31205.1	AIN95209.1	KAG5488183.1	KAG5512457.1	KAG5508424.1
5	5	0.933	CBZ31418.1	AIN95399.1	KAG5487858.1	KAG5512219.1	KAG5507917.1
5	5	0.933	CBZ31840.1	AIN95805.1	KAG5486910.1	KAG5511600.1	KAG5507245.1
5	5	0.933	CBZ31848.1	AIN95814.1	KAG5486409.1	KAG5511262.1	KAG5506862.1
5	5	0.933	CBZ32436.1	AIN96365.1	KAG5484857.1	KAG5510215.1	KAG5505574.1
5	5	0.933	CBZ33149.1	AIN97034.1	KAG5482442.1	KAG5509027.1	KAG5504310.1
5	5	0.933	CBZ33537.1	AIN97405.1	KAG5480880.1	KAG5507314.1	KAG5503052.1
5	5	0.933	CBZ33548.1	AIN97417.1	KAG5480890.1	KAG5507325.1	KAG5503063.1
5	5	0.933	CBZ33766.1	AIN98037.1	KAG5480437.1	KAG5506818.1	KAG5502680.1
5	5	0.933	CBZ34464.1	AIN98705.1	KAG5477965.1	KAG5503969.1	KAG5500719.1
5	5	0.933	CBZ34534.1	AIN98770.1	KAG5478034.1	KAG5504037.1	KAG5500789.1
5	5	0.933	CBZ34557.1	AIN98791.1	KAG5478057.1	KAG5504060.1	KAG5500813.1
5	5	0.933	CBZ34867.1	AIN99099.1	KAG5477368.1	KAG5503378.1	KAG5500306.1
5	5	0.933	CBZ34882.1	AIN99113.1	KAG5477384.1	KAG5503394.1	KAG5500322.1
5	5	0.933	CBZ35247.1	AIN99481.1	KAG5475592.1	KAG5500983.1	KAG5499250.1
5	5	0.933	CBZ35351.1	AIN99581.1	KAG5475698.1	KAG5501089.1	KAG5499353.1
5	5	0.933	CBZ35523.1	AIN99748.1	KAG5474678.1	KAG5499841.1	KAG5498265.1
5	5	0.933	CBZ35673.1	AIN99897.1	KAG5474840.1	KAG5500004.1	KAG5498426.1
5	5	0.933	CBZ35727.1	AIN99952.1	KAG5473381.1	KAG5498881.1	KAG5497196.1
5	5	0.933	CBZ35928.1	AIO00140.1	KAG5473568.1	KAG5499062.1	KAG5497383.1
5	5	0.933	CBZ36202.1	AIO00403.1	KAG5472777.1	KAG5497943.1	KAG5496634.1
5	5	0.933	CBZ36210.1	AIO00411.1	KAG5472785.1	KAG5497951.1	KAG5496642.1
5	5	0.933	CBZ36346.1	AIO00539.1	KAG5472922.1	KAG5498093.1	KAG5496782.1
5	5	0.933	CBZ36356.1	AIO00549.1	KAG5472932.1	KAG5498103.1	KAG5496791.1
5	5	0.933	CBZ36750.1	AIO00907.1	KAG5469987.1	KAG5495308.1	KAG5494556.1
5	5	0.933	CBZ36914.1	AIO01069.1	KAG5470157.1	KAG5495481.1	KAG5494722.1
5	5	0.933	CBZ37052.1	AIO01208.1	KAG5470303.1	KAG5495624.1	KAG5494868.1
5	5	0.933	CBZ37111.1	AIO01263.1	KAG5470361.1	KAG5495685.1	KAG5494928.1
5	5	0.933	CBZ37392.1	AIO01540.1	KAG5469165.1	KAG5494434.1	KAG5493668.1
5	5	0.933	CBZ37544.1	AIN97552.1	KAG5467744.1	KAG5493083.1	KAG5491508.1
5	5	0.933	CBZ37626.1	AIN97638.1	KAG5467819.1	KAG5493152.1	KAG5491581.1
5	5	0.933	CBZ37785.1	AIN97798.1	KAG5467970.1	KAG5493304.1	KAG5491756.1
5	5	0.933	CBZ37984.1	AIO01697.1	KAG5466109.1	KAG5491951.1	KAG5490953.1
5	5	0.933	CBZ37989.1	AIO01701.1	KAG5466114.1	KAG5491956.1	KAG5490958.1
5	5	0.933	CBZ38028.1	AIO01735.1	KAG5466152.1	KAG5491992.1	KAG5490996.1
5	5	0.933	CBZ38204.1	AIO01911.1	KAG5466339.1	KAG5492177.1	KAG5491179.1
5	5	0.933	CBZ38383.1	AIO02083.1	KAG5466529.1	KAG5492362.1	KAG5491383.1
5	5	0.933	CBZ38411.1	AIO02119.1	KAG5466566.1	KAG5492398.1	KAG5491419.1
5	5	0.933	CBZ38635.1	AIO02331.1	KAG5464748.1	KAG5489328.1	KAG5488584.1
5	5	0.933	CBZ38674.1	AIO02369.1	KAG5464792.1	KAG5489370.1	KAG5488625.1
5	5	0.933	CBZ38858.1	AIO02546.1	KAG5464986.1	KAG5489567.1	KAG5488823.1
5	5	0.933	CBZ39080.1	AIO02763.1	KAG5465207.1	KAG5489786.1	KAG5489050.1
5	5	0.932	CBZ31136.1	AIN95149.1	KAG5488269.1	KAG5512543.1	KAG5508667.1
5	5	0.932	CBZ31343.1	AIN95332.1	KAG5487778.1	KAG5512146.1	KAG5507824.1
5	5	0.932	CBZ31420.1	AIN95401.1	KAG5487860.1	KAG5512221.1	KAG5507919.1
5	5	0.932	CBZ31963.1	AIN95920.1	KAG5485987.1	KAG5510986.1	KAG5506544.1
5	5	0.932	CBZ32014.1	AIN95966.1	KAG5486035.1	KAG5511032.1	KAG5506590.1
5	5	0.932	CBZ32163.1	AIN96104.1	KAG5485632.1	KAG5510691.1	KAG5506263.1
5	5	0.932	CBZ32241.1	AIN96175.1	KAG5485706.1	KAG5510762.1	KAG5506343.1
5	5	0.932	CBZ32285.1	AIN96218.1	KAG5485321.1	KAG5510384.1	KAG5505884.1
5	5	0.932	CBZ32771.1	AIN96682.1	KAG5483779.1	KAG5509761.1	KAG5505157.1
5	5	0.932	CBZ32830.1	AIN96738.1	KAG5482971.1	KAG5509193.1	KAG5504533.1
5	5	0.932	CBZ32943.1	AIN96841.1	KAG5483083.1	KAG5509304.1	KAG5504646.1
5	5	0.932	CBZ32980.1	AIN96876.1	KAG5483115.1	KAG5509336.1	KAG5504681.1
5	5	0.932	CBZ33644.1	AIN97925.1	KAG5480316.1	KAG5506705.1	KAG5502561.1
5	5	0.932	CBZ33819.1	AIN98088.1	KAG5479708.1	KAG5506001.1	KAG5502335.1
5	5	0.932	CBZ33882.1	AIN98149.1	KAG5479773.1	KAG5506068.1	KAG5502402.1
5	5	0.932	CBZ33963.1	AIN98225.1	KAG5479851.1	KAG5506146.1	KAG5502479.1
5	5	0.932	CBZ34148.1	AIN98405.1	KAG5479276.1	KAG5505481.1	KAG5501719.1
5	5	0.932	CBZ34258.1	AIN98513.1	KAG5478440.1	KAG5504751.1	KAG5501212.1
5	5	0.932	CBZ34364.1	AIN98612.1	KAG5478565.1	KAG5504860.1	KAG5501330.1
5	5	0.932	CBZ34635.1	AIN98871.1	KAG5477127.1	KAG5503148.1	KAG5500065.1
5	5	0.932	CBZ34670.1	AIN98905.1	KAG5477164.1	KAG5503184.1	KAG5500102.1
5	5	0.932	CBZ34799.1	AIN99032.1	KAG5477302.1	KAG5503316.1	KAG5500241.1
5	5	0.932	CBZ35162.1	AIN99382.1	KAG5475494.1	KAG5500887.1	KAG5499153.1
5	5	0.932	CBZ35282.1	AIN99515.1	KAG5475627.1	KAG5501018.1	KAG5499284.1
5	5	0.932	CBZ35605.1	AIN99832.1	KAG5474766.1	KAG5499931.1	KAG5498353.1
5	5	0.932	CBZ35852.1	AIO00074.1	KAG5473504.1	KAG5499003.1	KAG5497318.1
5	5	0.932	CBZ36233.1	AIO00430.1	KAG5472807.1	KAG5497972.1	KAG5496664.1
5	5	0.932	CBZ36829.1	AIO00986.1	KAG5470070.1	KAG5495394.1	KAG5494634.1
5	5	0.932	CBZ37127.1	AIO01278.1	KAG5470377.1	KAG5495701.1	KAG5494944.1
5	5	0.932	CBZ37270.1	AIO01419.1	KAG5469040.1	KAG5494310.1	KAG5493543.1
5	5	0.932	CBZ37394.1	AIO01542.1	KAG5469168.1	KAG5494437.1	KAG5493671.1
5	5	0.932	CBZ37437.1	AIO01584.1	KAG5469212.1	KAG5494477.1	KAG5493716.1
5	5	0.932	CBZ37848.1	AIN97859.1	KAG5468032.1	KAG5493363.1	KAG5491818.1
5	5	0.932	CBZ37856.1	AIN97867.1	KAG5468041.1	KAG5493372.1	KAG5491827.1
5	5	0.932	CBZ37871.1	AIN97882.1	KAG5468056.1	KAG5493387.1	KAG5491842.1
5	5	0.932	CBZ37873.1	AIN97884.1	KAG5468058.1	KAG5493389.1	KAG5491844.1
5	5	0.932	CBZ38231.1	AIO01937.1	KAG5466367.1	KAG5492204.1	KAG5491210.1
5	5	0.932	CBZ38367.1	AIO02069.1	KAG5466514.1	KAG5492348.1	KAG5491369.1
5	5	0.932	CBZ38691.1	AIO02383.1	KAG5464814.1	KAG5489392.1	KAG5488646.1
5	5	0.932	CBZ39030.1	AIO02713.1	KAG5465153.1	KAG5489734.1	KAG5488997.1
5	5	0.932	CBZ39036.1	AIO02719.1	KAG5465159.1	KAG5489740.1	KAG5489003.1
5	5	0.931	CBZ31306.1	AIN95297.1	KAG5488042.1	KAG5512397.1	KAG5508344.1
5	5	0.931	CBZ31560.1	AIN95538.1	KAG5487657.1	KAG5512056.1	KAG5507795.1
5	5	0.931	CBZ31563.1	AIN95541.1	KAG5487660.1	KAG5512059.1	KAG5507798.1
5	5	0.931	CBZ31859.1	AIN95824.1	KAG5486419.1	KAG5511272.1	KAG5506872.1
5	5	0.931	CBZ32016.1	AIN95968.1	KAG5486037.1	KAG5511033.1	KAG5506592.1
5	5	0.931	CBZ32080.1	AIN96031.1	KAG5486101.1	KAG5511094.1	KAG5506657.1
5	5	0.931	CBZ32656.1	AIN96567.1	KAG5484420.1	KAG5510044.1	KAG5505346.1
5	5	0.931	CBZ32666.1	AIN96589.1	KAG5483679.1	KAG5509664.1	KAG5505052.1
5	5	0.931	CBZ33076.1	AIN96966.1	KAG5482378.1	KAG5508968.1	KAG5504235.1
5	5	0.931	CBZ33213.1	AIN97094.1	KAG5481828.1	KAG5508523.1	KAG5503799.1
5	5	0.931	CBZ33355.1	AIN97247.1	KAG5481339.1	KAG5508009.1	KAG5503624.1
5	5	0.931	CBZ33642.1	AIN97923.1	KAG5480314.1	KAG5506703.1	KAG5502559.1
5	5	0.931	CBZ33824.1	AIN98093.1	KAG5479713.1	KAG5506006.1	KAG5502340.1
5	5	0.931	CBZ33857.1	AIN98124.1	KAG5479749.1	KAG5506044.1	KAG5502377.1
5	5	0.931	CBZ34350.1	AIN98599.1	KAG5478552.1	KAG5504847.1	KAG5501317.1
5	5	0.931	CBZ34388.1	AIN98634.1	KAG5478588.1	KAG5504883.1	KAG5501354.1
5	5	0.931	CBZ34777.1	AIN99009.1	KAG5477278.1	KAG5503292.1	KAG5500217.1
5	5	0.931	CBZ34877.1	AIN99109.1	KAG5477378.1	KAG5503388.1	KAG5500316.1
5	5	0.931	CBZ34902.1	AIN99129.1	KAG5476041.1	KAG5502066.1	KAG5499453.1
5	5	0.931	CBZ35399.1	AIN99629.1	KAG5475745.1	KAG5501139.1	KAG5499402.1
5	5	0.931	CBZ35471.1	AIN99697.1	KAG5474628.1	KAG5499790.1	KAG5498214.1
5	5	0.931	CBZ35695.1	AIN99919.1	KAG5474860.1	KAG5500028.1	KAG5498446.1
5	5	0.931	CBZ35743.1	AIN99969.1	KAG5473397.1	KAG5498897.1	KAG5497212.1
5	5	0.931	CBZ35785.1	AIO00009.1	KAG5473435.1	KAG5498934.1	KAG5497251.1
5	5	0.931	CBZ35960.1	AIO00174.1	KAG5473600.1	KAG5499094.1	KAG5497416.1
5	5	0.931	CBZ35981.1	AIO00194.1	KAG5473619.1	KAG5499111.1	KAG5497435.1
5	5	0.931	CBZ36374.1	AIO00567.1	KAG5472952.1	KAG5498121.1	KAG5496811.1
5	5	0.931	CBZ36412.1	AIO00603.1	KAG5471555.1	KAG5496850.1	KAG5495729.1
5	5	0.931	CBZ37258.1	AIO01408.1	KAG5469031.1	KAG5494301.1	KAG5493534.1
5	5	0.931	CBZ37484.1	AIN97518.1	KAG5467680.1	KAG5493018.1	KAG5491444.1
5	5	0.931	CBZ37496.1	AIN97514.1	KAG5467693.1	KAG5493031.1	KAG5491458.1
5	5	0.931	CBZ37727.1	AIN97735.1	KAG5467910.1	KAG5493244.1	KAG5491692.1
5	5	0.931	CBZ37809.1	AIN97820.1	KAG5467993.1	KAG5493326.1	KAG5491779.1
5	5	0.931	CBZ37867.1	AIN97878.1	KAG5468052.1	KAG5493383.1	KAG5491838.1
5	5	0.931	CBZ38039.1	AIO01746.1	KAG5466163.1	KAG5492003.1	KAG5491007.1
5	5	0.931	CBZ38356.1	AIO02058.1	KAG5466502.1	KAG5492335.1	KAG5491358.1
5	5	0.931	CBZ38461.1	AIO02160.1	KAG5464580.1	KAG5489167.1	KAG5488418.1
5	5	0.931	CBZ38499.1	AIO02197.1	KAG5464615.1	KAG5489201.1	KAG5488452.1
5	5	0.931	CBZ38561.1	AIO02257.1	KAG5464678.1	KAG5489261.1	KAG5488515.1
5	5	0.931	CBZ38941.1	AIO02624.1	KAG5465065.1	KAG5489649.1	KAG5488907.1
5	5	0.93	CBZ31325.1	AIN95314.1	KAG5488058.1	KAG5512414.1	KAG5508359.1
5	5	0.93	CBZ31462.1	AIN95440.1	KAG5487902.1	KAG5512262.1	KAG5507961.1
5	5	0.93	CBZ31684.1	AIN95654.1	KAG5487315.1	KAG5511833.1	KAG5507500.1
5	5	0.93	CBZ32025.1	AIN95977.1	KAG5486046.1	KAG5511041.1	KAG5506602.1
5	5	0.93	CBZ32240.1	AIN96174.1	KAG5485705.1	KAG5510761.1	KAG5506342.1
5	5	0.93	CBZ32321.1	AIN96246.1	KAG5485348.1	KAG5510411.1	KAG5505913.1
5	5	0.93	CBZ32440.1	AIN96369.1	KAG5484861.1	KAG5510219.1	KAG5505578.1
5	5	0.93	CBZ32488.1	AIN96418.1	KAG5484912.1	KAG5510270.1	KAG5505628.1
5	5	0.93	CBZ32698.1	AIN96619.1	KAG5483713.1	KAG5509698.1	KAG5505086.1
5	5	0.93	CBZ32718.1	AIN96637.1	KAG5483732.1	KAG5509713.1	KAG5505106.1
5	5	0.93	CBZ32911.1	AIN96812.1	KAG5483051.1	KAG5509274.1	KAG5504613.1
5	5	0.93	CBZ32984.1	AIN96880.1	KAG5482280.1	KAG5508875.1	KAG5504137.1
5	5	0.93	CBZ33269.1	AIN97146.1	KAG5481881.1	KAG5508575.1	KAG5503853.1
5	5	0.93	CBZ33521.1	AIN97390.1	KAG5480865.1	KAG5507299.1	KAG5503035.1
5	5	0.93	CBZ33652.1	AIN97932.1	KAG5480324.1	KAG5506713.1	KAG5502568.1
5	5	0.93	CBZ34163.1	AIN98420.1	KAG5479288.1	KAG5505501.1	KAG5501733.1
5	5	0.93	CBZ34591.1	AIN98825.1	KAG5478090.1	KAG5504094.1	KAG5500847.1
5	5	0.93	CBZ34785.1	AIN99018.1	KAG5477287.1	KAG5503301.1	KAG5500226.1
5	5	0.93	CBZ35013.1	AIN99238.1	KAG5476151.1	KAG5502173.1	KAG5499571.1
5	5	0.93	CBZ35109.1	AIN99330.1	KAG5476248.1	KAG5502273.1	KAG5499672.1
5	5	0.93	CBZ35164.1	AIN99383.1	KAG5475496.1	KAG5500889.1	KAG5499155.1
5	5	0.93	CBZ35486.1	AIN99712.1	KAG5474642.1	KAG5499804.1	KAG5498228.1
5	5	0.93	CBZ35512.1	AIN99738.1	KAG5474668.1	KAG5499831.1	KAG5498254.1
5	5	0.93	CBZ35539.1	AIN99765.1	KAG5474696.1	KAG5499859.1	KAG5498283.1
5	5	0.93	CBZ35865.1	AIO00086.1	KAG5473518.1	KAG5499015.1	KAG5497332.1
5	5	0.93	CBZ36024.1	AIO00238.1	KAG5472597.1	KAG5497766.1	KAG5496463.1
5	5	0.93	CBZ36077.1	AIO00290.1	KAG5472654.1	KAG5497822.1	KAG5496518.1
5	5	0.93	CBZ36090.1	AIO00303.1	KAG5472667.1	KAG5497835.1	KAG5496531.1
5	5	0.93	CBZ36215.1	AIO00415.1	KAG5472789.1	KAG5497954.1	KAG5496646.1
5	5	0.93	CBZ36227.1	AIO00424.1	KAG5472800.1	KAG5497965.1	KAG5496657.1
5	5	0.93	CBZ36418.1	AIO00609.1	KAG5471561.1	KAG5496855.1	KAG5495735.1
5	5	0.93	CBZ36776.1	AIO00932.1	KAG5470011.1	KAG5495332.1	KAG5494580.1
5	5	0.93	CBZ36795.1	AIO00952.1	KAG5470030.1	KAG5495351.1	KAG5494598.1
5	5	0.93	CBZ37134.1	AIO01286.1	KAG5470385.1	KAG5495709.1	KAG5494952.1
5	5	0.93	CBZ37136.1	AIO01288.1	KAG5470387.1	KAG5495711.1	KAG5494954.1
5	5	0.93	CBZ37594.1	AIN97601.1	KAG5467786.1	KAG5493121.1	KAG5491549.1
5	5	0.93	CBZ37814.1	AIN97825.1	KAG5467998.1	KAG5493331.1	KAG5491784.1
5	5	0.93	CBZ37969.1	AIO01684.1	KAG5466096.1	KAG5491939.1	KAG5490940.1
5	5	0.93	CBZ37993.1	AIO01705.1	KAG5466118.1	KAG5491960.1	KAG5490962.1
5	5	0.93	CBZ38321.1	AIO02026.1	KAG5466467.1	KAG5492301.1	KAG5491321.1
5	5	0.93	CBZ38404.1	AIO02139.1	KAG5466589.1	KAG5492421.1	KAG5491441.1
5	5	0.93	CBZ38436.1	AIO02108.1	KAG5466555.1	KAG5492388.1	KAG5491409.1
5	5	0.93	CBZ38453.1	AIO02153.1	KAG5464574.1	KAG5489157.1	KAG5488411.1
5	5	0.929	CBZ31097.1	AIN95111.1	KAG5488230.1	KAG5512507.1	KAG5508628.1
5	5	0.929	CBZ31646.1	AIN95618.1	KAG5487270.1	KAG5511789.1	KAG5507457.1
5	5	0.929	CBZ31722.1	AIN95691.1	KAG5486790.1	KAG5511486.1	KAG5507126.1
5	5	0.929	CBZ32021.1	AIN95973.1	KAG5486044.1	KAG5511038.1	KAG5506598.1
5	5	0.929	CBZ32346.1	AIN96279.1	KAG5485385.1	KAG5510444.1	KAG5505943.1
5	5	0.929	CBZ32661.1	AIN96585.1	KAG5483674.1	KAG5509659.1	KAG5505047.1
5	5	0.929	CBZ32712.1	AIN96631.1	KAG5483726.1	KAG5509707.1	KAG5505099.1
5	5	0.929	CBZ32787.1	AIN96697.1	KAG5483798.1	KAG5509775.1	KAG5505178.1
5	5	0.929	CBZ32840.1	AIN96747.1	KAG5482980.1	KAG5509202.1	KAG5504542.1
5	5	0.929	CBZ32961.1	AIN96858.1	KAG5483099.1	KAG5509321.1	KAG5504663.1
5	5	0.929	CBZ33340.1	AIN97213.1	KAG5481324.1	KAG5507994.1	KAG5503609.1
5	5	0.929	CBZ33550.1	AIN97419.1	KAG5480892.1	KAG5507327.1	KAG5503065.1
5	5	0.929	CBZ33561.1	AIN97427.1	KAG5480899.1	KAG5507334.1	KAG5503072.1
5	5	0.929	CBZ33749.1	AIN98021.1	KAG5480422.1	KAG5506808.1	KAG5502667.1
5	5	0.929	CBZ33761.1	AIN98032.1	KAG5480432.1	KAG5506814.1	KAG5502675.1
5	5	0.929	CBZ33784.1	AIN98053.1	KAG5480465.1	KAG5506840.1	KAG5502709.1
5	5	0.929	CBZ33911.1	AIN98177.1	KAG5479802.1	KAG5506098.1	KAG5502431.1
5	5	0.929	CBZ34000.1	AIN98261.1	KAG5479889.1	KAG5506184.1	KAG5502514.1
5	5	0.929	CBZ34029.1	AIN98289.1	KAG5479916.1	KAG5506209.1	KAG5502542.1
5	5	0.929	CBZ34078.1	AIN98337.1	KAG5479200.1	KAG5505408.1	KAG5501630.1
5	5	0.929	CBZ34389.1	AIN98636.1	KAG5477892.1	KAG5503894.1	KAG5500644.1
5	5	0.929	CBZ34428.1	AIN98672.1	KAG5477932.1	KAG5503934.1	KAG5500685.1
5	5	0.929	CBZ34507.1	AIN98747.1	KAG5478006.1	KAG5504010.1	KAG5500761.1
5	5	0.929	CBZ34650.1	AIN98886.1	KAG5477144.1	KAG5503165.1	KAG5500082.1
5	5	0.929	CBZ34843.1	AIN99076.1	KAG5477344.1	KAG5503355.1	KAG5500282.1
5	5	0.929	CBZ34881.1	AIN99112.1	KAG5477383.1	KAG5503393.1	KAG5500321.1
5	5	0.929	CBZ35181.1	AIN99400.1	KAG5475513.1	KAG5500906.1	KAG5499172.1
5	5	0.929	CBZ35183.1	AIN99402.1	KAG5475515.1	KAG5500908.1	KAG5499174.1
5	5	0.929	CBZ35226.1	AIN99462.1	KAG5475571.1	KAG5500962.1	KAG5499229.1
5	5	0.929	CBZ35907.1	AIO00122.1	KAG5473551.1	KAG5499046.1	KAG5497366.1
5	5	0.929	CBZ36736.1	AIO00893.1	KAG5469973.1	KAG5495294.1	KAG5494542.1
5	5	0.929	CBZ36823.1	AIO00979.1	KAG5470062.1	KAG5495386.1	KAG5494626.1
5	5	0.929	CBZ36911.1	AIO01066.1	KAG5470154.1	KAG5495478.1	KAG5494719.1
5	5	0.929	CBZ37088.1	AIO01242.1	KAG5470340.1	KAG5495661.1	KAG5494904.1
5	5	0.929	CBZ37143.1	AIO01297.1	KAG5468917.1	KAG5494180.1	KAG5493423.1
5	5	0.929	CBZ37477.1	AIO01620.1	KAG5469253.1	KAG5494521.1	KAG5493755.1
5	5	0.929	CBZ37587.1	AIN97593.1	KAG5467779.1	KAG5493114.1	KAG5491542.1
5	5	0.929	CBZ37600.1	AIN97610.1	KAG5467790.1	KAG5493125.1	KAG5491553.1
5	5	0.929	CBZ38117.1	AIO01825.1	KAG5466247.1	KAG5492085.1	KAG5491090.1
5	5	0.929	CBZ38207.1	AIO01914.1	KAG5466342.1	KAG5492180.1	KAG5491182.1
5	5	0.929	CBZ38309.1	AIO02014.1	KAG5466455.1	KAG5492289.1	KAG5491309.1
5	5	0.929	CBZ38392.1	AIO02092.1	KAG5466538.1	KAG5492371.1	KAG5491392.1
5	5	0.929	CBZ38589.1	AIO02285.1	KAG5464706.1	KAG5489288.1	KAG5488543.1
5	5	0.929	CBZ38693.1	AIO02385.1	KAG5464816.1	KAG5489394.1	KAG5488648.1
5	5	0.929	CBZ38792.1	AIO02483.1	KAG5464917.1	KAG5489499.1	KAG5488753.1
5	5	0.929	CBZ38992.1	AIO02676.1	KAG5465117.1	KAG5489699.1	KAG5488961.1
5	5	0.929	CBZ39151.1	AIO02830.1	KAG5465278.1	KAG5489861.1	KAG5489120.1
5	5	0.928	CBZ31711.1	AIN95682.1	KAG5487343.1	KAG5511861.1	KAG5507528.1
5	5	0.928	CBZ32110.1	AIN96058.1	KAG5486129.1	KAG5511121.1	KAG5506683.1
5	5	0.928	CBZ32422.1	AIN96351.1	KAG5484843.1	KAG5510201.1	KAG5505560.1
5	5	0.928	CBZ32497.1	AIN96427.1	KAG5484921.1	KAG5510279.1	KAG5505637.1
5	5	0.928	CBZ32608.1	AIN96535.1	KAG5484383.1	KAG5510010.1	KAG5505313.1
5	5	0.928	CBZ32813.1	AIN96721.1	KAG5483822.1	KAG5509799.1	KAG5505201.1
5	5	0.928	CBZ33836.1	AIN98104.1	KAG5479723.1	KAG5506020.1	KAG5502351.1
5	5	0.928	CBZ33861.1	AIN98128.1	KAG5479753.1	KAG5506048.1	KAG5502381.1
5	5	0.928	CBZ34053.1	AIN98315.1	KAG5479178.1	KAG5505386.1	KAG5501608.1
5	5	0.928	CBZ34486.1	AIN98726.1	KAG5477984.1	KAG5503988.1	KAG5500739.1
5	5	0.928	CBZ35265.1	AIN99499.1	KAG5475610.1	KAG5501002.1	KAG5499267.1
5	5	0.928	CBZ35338.1	AIN99568.1	KAG5475685.1	KAG5501076.1	KAG5499340.1
5	5	0.928	CBZ36003.1	AIO00215.1	KAG5473641.1	KAG5499132.1	KAG5497457.1
5	5	0.928	CBZ36101.1	AIO00315.1	KAG5472676.1	KAG5497844.1	KAG5496540.1
5	5	0.928	CBZ36172.1	AIO00375.1	KAG5472748.1	KAG5497914.1	KAG5496607.1
5	5	0.928	CBZ36332.1	AIO00525.1	KAG5472909.1	KAG5498079.1	KAG5496768.1
5	5	0.928	CBZ36525.1	AIO00701.1	KAG5471658.1	KAG5496943.1	KAG5495830.1
5	5	0.928	CBZ36813.1	AIO00970.1	KAG5470053.1	KAG5495377.1	KAG5494616.1
5	5	0.928	CBZ36897.1	AIO01052.1	KAG5470139.1	KAG5495463.1	KAG5494704.1
5	5	0.928	CBZ36992.1	AIO01147.1	KAG5470240.1	KAG5495562.1	KAG5494805.1
5	5	0.928	CBZ37172.1	AIO01326.1	KAG5468946.1	KAG5494209.1	KAG5493453.1
5	5	0.928	CBZ37384.1	AIO01532.1	KAG5469156.1	KAG5494425.1	KAG5493659.1
5	5	0.928	CBZ37398.1	AIO01545.1	KAG5469172.1	KAG5494441.1	KAG5493675.1
5	5	0.928	CBZ37540.1	AIN97548.1	KAG5467740.1	KAG5493079.1	KAG5491504.1
5	5	0.928	CBZ38364.1	AIO02066.1	KAG5466511.1	KAG5492345.1	KAG5491366.1
5	5	0.928	CBZ38430.1	AIO02137.1	KAG5466588.1	KAG5492419.1	KAG5491439.1
5	5	0.928	CBZ38928.1	AIO02611.1	KAG5465051.1	KAG5489635.1	KAG5488892.1
5	5	0.928	CBZ39156.1	AIO02835.1	KAG5465283.1	KAG5489866.1	KAG5489125.1
5	5	0.927	CBZ31090.1	AIN95103.1	KAG5488222.1	KAG5512499.1	KAG5508620.1
5	5	0.927	CBZ31366.1	AIN95352.1	KAG5487801.1	KAG5512167.1	KAG5507847.1
5	5	0.927	CBZ31599.1	AIN95574.1	KAG5487224.1	KAG5511746.1	KAG5507410.1
5	5	0.927	CBZ31673.1	AIN95642.1	KAG5487304.1	KAG5511823.1	KAG5507489.1
5	5	0.927	CBZ31736.1	AIN95734.1	KAG5486836.1	KAG5511528.1	KAG5507169.1
5	5	0.927	CBZ32121.1	AIN96068.1	KAG5486139.1	KAG5511131.1	KAG5506692.1
5	5	0.927	CBZ32254.1	AIN96187.1	KAG5485720.1	KAG5510776.1	KAG5506357.1
5	5	0.927	CBZ32279.1	AIN96212.1	KAG5485315.1	KAG5510377.1	KAG5505876.1
5	5	0.927	CBZ32508.1	AIN96438.1	KAG5484282.1	KAG5509910.1	KAG5505213.1
5	5	0.927	CBZ32556.1	AIN96486.1	KAG5484334.1	KAG5509959.1	KAG5505263.1
5	5	0.927	CBZ32674.1	AIN96597.1	KAG5483687.1	KAG5509672.1	KAG5505060.1
5	5	0.927	CBZ32809.1	AIN96717.1	KAG5483818.1	KAG5509795.1	KAG5505197.1
5	5	0.927	CBZ32814.1	AIN96722.1	KAG5483823.1	KAG5509800.1	KAG5505202.1
5	5	0.927	CBZ33466.1	AIN97335.1	KAG5481447.1	KAG5508116.1	KAG5503733.1
5	5	0.927	CBZ33493.1	AIN97361.1	KAG5480835.1	KAG5507270.1	KAG5503006.1
5	5	0.927	CBZ33506.1	AIN97374.1	KAG5480849.1	KAG5507283.1	KAG5503019.1
5	5	0.927	CBZ33829.1	AIN98097.1	KAG5479717.1	KAG5506010.1	KAG5502344.1
