# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	381018	382325	-			KAG5504606.1	hypothetical protein			JIQ42_06444	1308		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	381018	382325	-	KAG5504606.1			hypothetical protein			JIQ42_06444	1308	435	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	383328	386135	-							JIQ42_06445	2808		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	383328	386135	-			KAG5504607.1	hypothetical protein			JIQ42_06445	2808		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	383328	386135	-	KAG5504607.1			hypothetical protein			JIQ42_06445	2808	935	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	386812	387123	+							JIQ42_06446	312		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	386812	387123	+			KAG5504608.1	hypothetical protein			JIQ42_06446	312		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	386812	387123	+	KAG5504608.1			hypothetical protein			JIQ42_06446	312	103	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	387824	390655	-							JIQ42_06447	2832		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	387824	390655	-			KAG5504609.1	hypothetical protein			JIQ42_06447	2832		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	387824	390655	-	KAG5504609.1			hypothetical protein			JIQ42_06447	2832	943	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	392344	393288	-							JIQ42_06448	945		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	392344	393288	-			KAG5504610.1	hypothetical protein			JIQ42_06448	945		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	392344	393288	-	KAG5504610.1			hypothetical protein			JIQ42_06448	945	314	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	393754	395652	-							JIQ42_06449	1899		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	393754	395652	-			KAG5504611.1	hypothetical protein			JIQ42_06449	1899		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	393754	395652	-	KAG5504611.1			hypothetical protein			JIQ42_06449	1899	632	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	396322	397677	-							JIQ42_06450	1356		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	396322	397677	-			KAG5504612.1	hypothetical protein			JIQ42_06450	1356		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	396322	397677	-	KAG5504612.1			hypothetical protein			JIQ42_06450	1356	451	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	401102	403372	-							JIQ42_06451	2271		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	401102	403372	-			KAG5504613.1	hypothetical protein			JIQ42_06451	2271		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	401102	403372	-	KAG5504613.1			hypothetical protein			JIQ42_06451	2271	756	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	404420	405964	-							JIQ42_06452	1545		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	404420	405964	-			KAG5504614.1	hypothetical protein			JIQ42_06452	1545		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	404420	405964	-	KAG5504614.1			hypothetical protein			JIQ42_06452	1545	514	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	406690	414300	-							JIQ42_06453	7611		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	406690	414300	-			KAG5504615.1	hypothetical protein			JIQ42_06453	7611		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	406690	414300	-	KAG5504615.1			hypothetical protein			JIQ42_06453	7611	2536	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	415657	418470	-							JIQ42_06454	2814		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	415657	418470	-			KAG5504616.1	hypothetical protein			JIQ42_06454	2814		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	415657	418470	-	KAG5504616.1			hypothetical protein			JIQ42_06454	2814	937	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	420168	420752	-							JIQ42_06455	585		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	420168	420752	-			KAG5504617.1	hypothetical protein			JIQ42_06455	585		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	420168	420752	-	KAG5504617.1			hypothetical protein			JIQ42_06455	585	194	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	421634	425251	-							JIQ42_06456	3618		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	421634	425251	-			KAG5504618.1	hypothetical protein			JIQ42_06456	3618		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	421634	425251	-	KAG5504618.1			hypothetical protein			JIQ42_06456	3618	1205	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	426358	427017	-							JIQ42_06457	660		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	426358	427017	-			KAG5504619.1	hypothetical protein			JIQ42_06457	660		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	426358	427017	-	KAG5504619.1			hypothetical protein			JIQ42_06457	660	219	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	427851	428798	-							JIQ42_06458	948		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	427851	428798	-			KAG5504620.1	hypothetical protein			JIQ42_06458	948		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	427851	428798	-	KAG5504620.1			hypothetical protein			JIQ42_06458	948	315	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	429478	430686	-							JIQ42_06459	1209		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	429478	430686	-			KAG5504621.1	hypothetical protein			JIQ42_06459	1209		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	429478	430686	-	KAG5504621.1			hypothetical protein			JIQ42_06459	1209	402	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	431532	433613	-							JIQ42_06460	2082		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	431532	433613	-			KAG5504622.1	hypothetical protein			JIQ42_06460	2082		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	431532	433613	-	KAG5504622.1			hypothetical protein			JIQ42_06460	2082	693	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	435394	435948	-							JIQ42_06461	555		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	435394	435948	-			KAG5504623.1	hypothetical protein			JIQ42_06461	555		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	435394	435948	-	KAG5504623.1			hypothetical protein			JIQ42_06461	555	184	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	436623	437207	-							JIQ42_06462	585		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	436623	437207	-			KAG5504624.1	hypothetical protein			JIQ42_06462	585		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	436623	437207	-	KAG5504624.1			hypothetical protein			JIQ42_06462	585	194	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	438432	441494	-							JIQ42_06463	3063		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	438432	441494	-			KAG5504625.1	hypothetical protein			JIQ42_06463	3063		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	438432	441494	-	KAG5504625.1			hypothetical protein			JIQ42_06463	3063	1020	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	443567	444646	-							JIQ42_06464	1080		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	443567	444646	-			KAG5504626.1	hypothetical protein			JIQ42_06464	1080		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	443567	444646	-	KAG5504626.1			hypothetical protein			JIQ42_06464	1080	359	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	445456	447117	-							JIQ42_06465	1662		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	445456	447117	-			KAG5504627.1	hypothetical protein			JIQ42_06465	1662		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	445456	447117	-	KAG5504627.1			hypothetical protein			JIQ42_06465	1662	553	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	449941	450540	-							JIQ42_06466	600		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	449941	450540	-			KAG5504628.1	hypothetical protein			JIQ42_06466	600		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	449941	450540	-	KAG5504628.1			hypothetical protein			JIQ42_06466	600	199	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	451121	451471	-							JIQ42_06468	351		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	451121	451471	-			KAG5504629.1	hypothetical protein			JIQ42_06468	351		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	451121	451471	-	KAG5504629.1			hypothetical protein			JIQ42_06468	351	116	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	452875	453444	-							JIQ42_06469	570		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	452875	453444	-			KAG5504630.1	hypothetical protein			JIQ42_06469	570		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	452875	453444	-	KAG5504630.1			hypothetical protein			JIQ42_06469	570	189	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	454025	454576	-							JIQ42_06471	552		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	454025	454576	-			KAG5504631.1	hypothetical protein			JIQ42_06471	552		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	454025	454576	-	KAG5504631.1			hypothetical protein			JIQ42_06471	552	183	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	456440	457039	-							JIQ42_06472	600		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	456440	457039	-			KAG5504632.1	hypothetical protein			JIQ42_06472	600		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	456440	457039	-	KAG5504632.1			hypothetical protein			JIQ42_06472	600	199	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	457975	459240	-							JIQ42_06474	1266		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	457975	459240	-			KAG5504633.1	hypothetical protein			JIQ42_06474	1266		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	457975	459240	-	KAG5504633.1			hypothetical protein			JIQ42_06474	1266	421	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	460088	469582	-							JIQ42_06475	9495		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	460088	469582	-			KAG5504634.1	hypothetical protein			JIQ42_06475	9495		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	460088	469582	-	KAG5504634.1			hypothetical protein			JIQ42_06475	9495	3164	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	470940	474734	-							JIQ42_06476	3795		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	470940	474734	-			KAG5504635.1	hypothetical protein			JIQ42_06476	3795		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	470940	474734	-	KAG5504635.1			hypothetical protein			JIQ42_06476	3795	1264	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	475798	484137	-							JIQ42_06477	8340		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	475798	484137	-			KAG5504636.1	hypothetical protein			JIQ42_06477	8340		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	475798	484137	-	KAG5504636.1			hypothetical protein			JIQ42_06477	8340	2779	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	486999	487331	-							JIQ42_06478	333		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	486999	487331	-			KAG5504637.1	hypothetical protein			JIQ42_06478	333		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	486999	487331	-	KAG5504637.1			hypothetical protein			JIQ42_06478	333	110	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	488275	488607	-							JIQ42_06479	333		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	488275	488607	-			KAG5504638.1	hypothetical protein			JIQ42_06479	333		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	488275	488607	-	KAG5504638.1			hypothetical protein			JIQ42_06479	333	110	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	489544	489876	-							JIQ42_06480	333		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	489544	489876	-			KAG5504639.1	hypothetical protein			JIQ42_06480	333		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	489544	489876	-	KAG5504639.1			hypothetical protein			JIQ42_06480	333	110	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	490977	493355	-							JIQ42_06481	2379		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	490977	493355	-			KAG5504640.1	hypothetical protein			JIQ42_06481	2379		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	490977	493355	-	KAG5504640.1			hypothetical protein			JIQ42_06481	2379	792	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	494650	496086	-							JIQ42_06482	1437		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	494650	496086	-			KAG5504641.1	hypothetical protein			JIQ42_06482	1437		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	494650	496086	-	KAG5504641.1			hypothetical protein			JIQ42_06482	1437	478	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	498455	499956	-							JIQ42_06483	1502		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	498455	499956	-			KAG5504642.1	hypothetical protein			JIQ42_06483	1470		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	498455	499956	-	KAG5504642.1			hypothetical protein			JIQ42_06483	1470	489	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	502500	504348	-							JIQ42_06484	1849		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	502500	504348	-			KAG5504643.1	hypothetical protein			JIQ42_06484	1794		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	502500	504348	-	KAG5504643.1			hypothetical protein			JIQ42_06484	1794	597	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	504853	505368	-							JIQ42_06485	516		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	504853	505368	-			KAG5504644.1	hypothetical protein			JIQ42_06485	516		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	504853	505368	-	KAG5504644.1			hypothetical protein			JIQ42_06485	516	171	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	506202	507401	-							JIQ42_06486	1200		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	506202	507401	-			KAG5504645.1	hypothetical protein			JIQ42_06486	1200		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	506202	507401	-	KAG5504645.1			hypothetical protein			JIQ42_06486	1200	399	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	508356	509897	-							JIQ42_06487	1542		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	508356	509897	-			KAG5504646.1	hypothetical protein			JIQ42_06487	1542		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	508356	509897	-	KAG5504646.1			hypothetical protein			JIQ42_06487	1542	513	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	510705	515915	-							JIQ42_06488	5211		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	510705	515915	-			KAG5504647.1	hypothetical protein			JIQ42_06488	5211		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	510705	515915	-	KAG5504647.1			hypothetical protein			JIQ42_06488	5211	1736	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	517459	521178	-							JIQ42_06489	3720		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	517459	521178	-			KAG5504648.1	hypothetical protein			JIQ42_06489	3720		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	517459	521178	-	KAG5504648.1			hypothetical protein			JIQ42_06489	3720	1239	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	523610	527830	-							JIQ42_06490	4221		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	523610	527830	-			KAG5504649.1	hypothetical protein			JIQ42_06490	4221		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	523610	527830	-	KAG5504649.1			hypothetical protein			JIQ42_06490	4221	1406	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	529542	532034	-							JIQ42_06491	2493		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	529542	532034	-			KAG5504650.1	hypothetical protein			JIQ42_06491	2493		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	529542	532034	-	KAG5504650.1			hypothetical protein			JIQ42_06491	2493	830	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	533012	537397	-							JIQ42_06492	4386		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	533012	537397	-			KAG5504651.1	hypothetical protein			JIQ42_06492	4386		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	533012	537397	-	KAG5504651.1			hypothetical protein			JIQ42_06492	4386	1461	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	540528	541850	-							JIQ42_06493	1323		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	540528	541850	-			KAG5504652.1	hypothetical protein			JIQ42_06493	1323		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	540528	541850	-	KAG5504652.1			hypothetical protein			JIQ42_06493	1323	440	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	542706	544097	-							JIQ42_06494	1392		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	542706	544097	-			KAG5504653.1	hypothetical protein			JIQ42_06494	1392		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	542706	544097	-	KAG5504653.1			hypothetical protein			JIQ42_06494	1392	463	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	544476	545555	-							JIQ42_06495	1080		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	544476	545555	-			KAG5504654.1	hypothetical protein			JIQ42_06495	1080		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	544476	545555	-	KAG5504654.1			hypothetical protein			JIQ42_06495	1080	359	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	546231	547196	-							JIQ42_06496	966		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	546231	547196	-			KAG5504655.1	hypothetical protein			JIQ42_06496	966		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	546231	547196	-	KAG5504655.1			hypothetical protein			JIQ42_06496	966	321	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	547702	549828	-							JIQ42_06497	2127		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	547702	549828	-			KAG5504656.1	hypothetical protein			JIQ42_06497	2127		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	547702	549828	-	KAG5504656.1			hypothetical protein			JIQ42_06497	2127	708	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	550448	551362	-							JIQ42_06498	915		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	550448	551362	-			KAG5504657.1	hypothetical protein			JIQ42_06498	915		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	550448	551362	-	KAG5504657.1			hypothetical protein			JIQ42_06498	915	304	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	551792	553009	-							JIQ42_06499	1218		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	551792	553009	-			KAG5504658.1	hypothetical protein			JIQ42_06499	1218		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	551792	553009	-	KAG5504658.1			hypothetical protein			JIQ42_06499	1218	405	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	554075	555292	-							JIQ42_06500	1218		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	554075	555292	-			KAG5504659.1	hypothetical protein			JIQ42_06500	1218		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	554075	555292	-	KAG5504659.1			hypothetical protein			JIQ42_06500	1218	405	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	556737	558083	-							JIQ42_06501	1347		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	556737	558083	-			KAG5504660.1	hypothetical protein			JIQ42_06501	1347		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	556737	558083	-	KAG5504660.1			hypothetical protein			JIQ42_06501	1347	448	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	559064	559963	-							JIQ42_06502	900		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	559064	559963	-			KAG5504661.1	hypothetical protein			JIQ42_06502	900		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	559064	559963	-	KAG5504661.1			hypothetical protein			JIQ42_06502	900	299	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	560668	561555	-							JIQ42_06503	888		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	560668	561555	-			KAG5504662.1	hypothetical protein			JIQ42_06503	888		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	560668	561555	-	KAG5504662.1			hypothetical protein			JIQ42_06503	888	295	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	562377	563900	-							JIQ42_06504	1524		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	562377	563900	-			KAG5504663.1	hypothetical protein			JIQ42_06504	1524		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	562377	563900	-	KAG5504663.1			hypothetical protein			JIQ42_06504	1524	507	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	564849	567875	-							JIQ42_06505	3027		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	564849	567875	-			KAG5504664.1	hypothetical protein			JIQ42_06505	3027		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	564849	567875	-	KAG5504664.1			hypothetical protein			JIQ42_06505	3027	1008	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	580322	580606	-							JIQ42_06507	285		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	580322	580606	-			KAG5504665.1	hypothetical protein			JIQ42_06507	285		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	580322	580606	-	KAG5504665.1			hypothetical protein			JIQ42_06507	285	94	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	581791	583689	-							JIQ42_06508	1899		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	581791	583689	-			KAG5504666.1	hypothetical protein			JIQ42_06508	1899		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	581791	583689	-	KAG5504666.1			hypothetical protein			JIQ42_06508	1899	632	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	585183	586337	-							JIQ42_06509	1155		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	585183	586337	-			KAG5504667.1	hypothetical protein			JIQ42_06509	1155		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	585183	586337	-	KAG5504667.1			hypothetical protein			JIQ42_06509	1155	384	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	586851	588239	-							JIQ42_06510	1389		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	586851	588239	-			KAG5504668.1	hypothetical protein			JIQ42_06510	1389		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	586851	588239	-	KAG5504668.1			hypothetical protein			JIQ42_06510	1389	462	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	589371	589748	-							JIQ42_06511	378		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	589371	589748	-			KAG5504669.1	hypothetical protein			JIQ42_06511	378		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	589371	589748	-	KAG5504669.1			hypothetical protein			JIQ42_06511	378	125	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	15	CM030554.1	591222	591602	-							JIQ42_06512	381		
