# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	25223	25780	-	KAG5482277.1			hypothetical protein			LSCM4_05530	558	185	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	26263	27387	-							LSCM4_05531	1125		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	26263	27387	-			KAG5482278.1	hypothetical protein			LSCM4_05531	1125		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	26263	27387	-	KAG5482278.1			hypothetical protein			LSCM4_05531	1125	374	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	27913	28557	-							LSCM4_05532	645		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	27913	28557	-			KAG5482279.1	hypothetical protein			LSCM4_05532	645		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	27913	28557	-	KAG5482279.1			hypothetical protein			LSCM4_05532	645	214	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	29027	30124	-							LSCM4_05533	1098		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	29027	30124	-			KAG5482280.1	hypothetical protein			LSCM4_05533	1098		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	29027	30124	-	KAG5482280.1			hypothetical protein			LSCM4_05533	1098	365	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	30842	31795	-							LSCM4_05534	954		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	30842	31795	-			KAG5482281.1	hypothetical protein			LSCM4_05534	954		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	30842	31795	-	KAG5482281.1			hypothetical protein			LSCM4_05534	954	317	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	32386	34359	-							LSCM4_05535	1974		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	32386	34359	-			KAG5482282.1	hypothetical protein			LSCM4_05535	1974		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	32386	34359	-	KAG5482282.1			hypothetical protein			LSCM4_05535	1974	657	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	35411	38290	-							LSCM4_05536	2880		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	35411	38290	-			KAG5482283.1	hypothetical protein			LSCM4_05536	2880		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	35411	38290	-	KAG5482283.1			hypothetical protein			LSCM4_05536	2880	959	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	38906	40084	-							LSCM4_05537	1179		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	38906	40084	-			KAG5482284.1	hypothetical protein			LSCM4_05537	1179		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	38906	40084	-	KAG5482284.1			hypothetical protein			LSCM4_05537	1179	392	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	41305	43488	-							LSCM4_05538	2184		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	41305	43488	-			KAG5482285.1	hypothetical protein			LSCM4_05538	2184		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	41305	43488	-	KAG5482285.1			hypothetical protein			LSCM4_05538	2184	727	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	45303	45587	-							LSCM4_05539	285		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	45303	45587	-			KAG5482286.1	hypothetical protein			LSCM4_05539	285		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	45303	45587	-	KAG5482286.1			hypothetical protein			LSCM4_05539	285	94	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	46308	47291	-							LSCM4_05540	984		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	46308	47291	-			KAG5482287.1	hypothetical protein			LSCM4_05540	984		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	46308	47291	-	KAG5482287.1			hypothetical protein			LSCM4_05540	984	327	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	48525	50606	-							LSCM4_05541	2082		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	48525	50606	-			KAG5482288.1	hypothetical protein			LSCM4_05541	2082		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	48525	50606	-	KAG5482288.1			hypothetical protein			LSCM4_05541	2082	693	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	52720	55200	-							LSCM4_05542	2481		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	52720	55200	-			KAG5482289.1	hypothetical protein			LSCM4_05542	2481		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	52720	55200	-	KAG5482289.1			hypothetical protein			LSCM4_05542	2481	826	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	56054	58426	-							LSCM4_05543	2373		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	56054	58426	-			KAG5482290.1	hypothetical protein			LSCM4_05543	2373		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	56054	58426	-	KAG5482290.1			hypothetical protein			LSCM4_05543	2373	790	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	59184	59810	-							LSCM4_05544	627		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	59184	59810	-			KAG5482291.1	hypothetical protein			LSCM4_05544	627		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	59184	59810	-	KAG5482291.1			hypothetical protein			LSCM4_05544	627	208	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	60587	60907	-							LSCM4_05545	321		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	60587	60907	-			KAG5482292.1	hypothetical protein			LSCM4_05545	321		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	60587	60907	-	KAG5482292.1			hypothetical protein			LSCM4_05545	321	106	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	62991	63497	-							LSCM4_05546	507		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	62991	63497	-			KAG5482293.1	hypothetical protein			LSCM4_05546	507		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	62991	63497	-	KAG5482293.1			hypothetical protein			LSCM4_05546	507	168	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	64786	65445	-							LSCM4_05547	660		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	64786	65445	-			KAG5482294.1	hypothetical protein			LSCM4_05547	660		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	64786	65445	-	KAG5482294.1			hypothetical protein			LSCM4_05547	660	219	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	66462	67379	-							LSCM4_05548	918		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	66462	67379	-			KAG5482295.1	hypothetical protein			LSCM4_05548	918		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	66462	67379	-	KAG5482295.1			hypothetical protein			LSCM4_05548	918	305	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	67834	81237	-							LSCM4_05549	13404		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	67834	81237	-			KAG5482296.1	hypothetical protein			LSCM4_05549	13404		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	67834	81237	-	KAG5482296.1			hypothetical protein			LSCM4_05549	13404	4467	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	83878	84660	-							LSCM4_05550	783		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	83878	84660	-			KAG5482297.1	hypothetical protein			LSCM4_05550	783		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	83878	84660	-	KAG5482297.1			hypothetical protein			LSCM4_05550	783	260	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	86019	87095	-							LSCM4_05551	1077		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	86019	87095	-			KAG5482298.1	hypothetical protein			LSCM4_05551	1077		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	86019	87095	-	KAG5482298.1			hypothetical protein			LSCM4_05551	1077	358	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	88886	89785	-							LSCM4_05552	900		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	88886	89785	-			KAG5482299.1	hypothetical protein			LSCM4_05552	900		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	88886	89785	-	KAG5482299.1			hypothetical protein			LSCM4_05552	900	299	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	93788	94939	-							LSCM4_05553	1152		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	93788	94939	-			KAG5482300.1	hypothetical protein			LSCM4_05553	1152		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	93788	94939	-	KAG5482300.1			hypothetical protein			LSCM4_05553	1152	383	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	96128	96523	-							LSCM4_05554	396		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	96128	96523	-			KAG5482301.1	hypothetical protein			LSCM4_05554	396		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	96128	96523	-	KAG5482301.1			hypothetical protein			LSCM4_05554	396	131	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	97953	98480	-							LSCM4_05555	528		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	97953	98480	-			KAG5482302.1	hypothetical protein			LSCM4_05555	528		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	97953	98480	-	KAG5482302.1			hypothetical protein			LSCM4_05555	528	175	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	100594	102888	-							LSCM4_05556	2295		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	100594	102888	-			KAG5482303.1	hypothetical protein			LSCM4_05556	2295		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	100594	102888	-	KAG5482303.1			hypothetical protein			LSCM4_05556	2295	764	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	105956	106486	-							LSCM4_05557	531		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	105956	106486	-			KAG5482304.1	hypothetical protein			LSCM4_05557	531		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	105956	106486	-	KAG5482304.1			hypothetical protein			LSCM4_05557	531	176	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	108600	110087	-							LSCM4_05558	1488		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	108600	110087	-			KAG5482305.1	hypothetical protein			LSCM4_05558	1488		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	108600	110087	-	KAG5482305.1			hypothetical protein			LSCM4_05558	1488	495	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	110679	113753	-							LSCM4_05559	3075		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	110679	113753	-			KAG5482306.1	hypothetical protein			LSCM4_05559	3075		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	110679	113753	-	KAG5482306.1			hypothetical protein			LSCM4_05559	3075	1024	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	114980	123682	-							LSCM4_05560	8703		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	114980	123682	-			KAG5482307.1	hypothetical protein			LSCM4_05560	8703		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	114980	123682	-	KAG5482307.1			hypothetical protein			LSCM4_05560	8703	2900	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126156	126320	-							LSCM4_05561	165		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126156	126320	-			KAG5482308.1	hypothetical protein			LSCM4_05561	165		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126156	126320	-	KAG5482308.1			hypothetical protein			LSCM4_05561	165	54	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126935	127696	-							LSCM4_05562	762		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126935	127696	-			KAG5482309.1	hypothetical protein			LSCM4_05562	762		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	126935	127696	-	KAG5482309.1			hypothetical protein			LSCM4_05562	762	253	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	128572	130455	-							LSCM4_05563	1884		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	128572	130455	-			KAG5482310.1	hypothetical protein			LSCM4_05563	1884		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	128572	130455	-	KAG5482310.1			hypothetical protein			LSCM4_05563	1884	627	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	131543	131989	-							LSCM4_05564	447		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	131543	131989	-			KAG5482311.1	hypothetical protein			LSCM4_05564	447		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	131543	131989	-	KAG5482311.1			hypothetical protein			LSCM4_05564	447	148	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	132028	133584	-							LSCM4_05565	1557		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	132028	133584	-			KAG5482312.1	hypothetical protein			LSCM4_05565	1557		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	132028	133584	-	KAG5482312.1			hypothetical protein			LSCM4_05565	1557	518	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	133866	135899	-							LSCM4_05566	2034		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	133866	135899	-			KAG5482313.1	hypothetical protein			LSCM4_05566	2034		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	133866	135899	-	KAG5482313.1			hypothetical protein			LSCM4_05566	2034	677	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	137886	141743	-							LSCM4_05567	3858		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	137886	141743	-			KAG5482314.1	hypothetical protein			LSCM4_05567	3858		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	137886	141743	-	KAG5482314.1			hypothetical protein			LSCM4_05567	3858	1285	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	145606	146787	-							LSCM4_05568	1182		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	145606	146787	-			KAG5482315.1	hypothetical protein			LSCM4_05568	1182		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	145606	146787	-	KAG5482315.1			hypothetical protein			LSCM4_05568	1182	393	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	147772	148329	-							LSCM4_05569	558		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	147772	148329	-			KAG5482316.1	hypothetical protein			LSCM4_05569	558		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	147772	148329	-	KAG5482316.1			hypothetical protein			LSCM4_05569	558	185	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	149207	150523	-							LSCM4_05570	1317		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	149207	150523	-			KAG5482317.1	hypothetical protein			LSCM4_05570	1317		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	149207	150523	-	KAG5482317.1			hypothetical protein			LSCM4_05570	1317	438	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	152977	155124	-							LSCM4_05571	2148		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	152977	155124	-			KAG5482318.1	hypothetical protein			LSCM4_05571	2148		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	152977	155124	-	KAG5482318.1			hypothetical protein			LSCM4_05571	2148	715	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	155780	157267	-							LSCM4_05572	1488		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	155780	157267	-			KAG5482319.1	hypothetical protein			LSCM4_05572	1488		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	155780	157267	-	KAG5482319.1			hypothetical protein			LSCM4_05572	1488	495	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	159685	162183	-							LSCM4_05573	2499		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	159685	162183	-			KAG5482320.1	hypothetical protein			LSCM4_05573	2499		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	159685	162183	-	KAG5482320.1			hypothetical protein			LSCM4_05573	2499	832	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	164210	167197	-							LSCM4_05574	2988		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	164210	167197	-			KAG5482321.1	hypothetical protein			LSCM4_05574	2988		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	164210	167197	-	KAG5482321.1			hypothetical protein			LSCM4_05574	2988	995	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	168289	169365	-							LSCM4_05575	1077		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	168289	169365	-			KAG5482322.1	hypothetical protein			LSCM4_05575	1077		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	168289	169365	-	KAG5482322.1			hypothetical protein			LSCM4_05575	1077	358	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	171268	172989	-							LSCM4_05576	1722		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	171268	172989	-			KAG5482323.1	hypothetical protein			LSCM4_05576	1722		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	171268	172989	-	KAG5482323.1			hypothetical protein			LSCM4_05576	1722	573	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	174259	176823	-							LSCM4_05577	2565		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	174259	176823	-			KAG5482324.1	hypothetical protein			LSCM4_05577	2565		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	174259	176823	-	KAG5482324.1			hypothetical protein			LSCM4_05577	2565	854	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	177892	178452	-							LSCM4_05578	561		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	177892	178452	-			KAG5482325.1	hypothetical protein			LSCM4_05578	561		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	177892	178452	-	KAG5482325.1			hypothetical protein			LSCM4_05578	561	186	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	180083	183700	-							LSCM4_05579	3618		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	180083	183700	-			KAG5482326.1	hypothetical protein			LSCM4_05579	3618		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	180083	183700	-	KAG5482326.1			hypothetical protein			LSCM4_05579	3618	1205	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	185770	186546	-							LSCM4_05580	777		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	185770	186546	-			KAG5482327.1	hypothetical protein			LSCM4_05580	777		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	185770	186546	-	KAG5482327.1			hypothetical protein			LSCM4_05580	777	258	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	187646	188125	-							LSCM4_05581	480		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	187646	188125	-			KAG5482328.1	hypothetical protein			LSCM4_05581	480		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	187646	188125	-	KAG5482328.1			hypothetical protein			LSCM4_05581	480	159	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	190106	190657	-							LSCM4_05582	552		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	190106	190657	-			KAG5482329.1	hypothetical protein			LSCM4_05582	552		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	190106	190657	-	KAG5482329.1			hypothetical protein			LSCM4_05582	552	183	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	194965	195570	-							LSCM4_05583	606		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	194965	195570	-			KAG5482330.1	hypothetical protein			LSCM4_05583	606		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	194965	195570	-	KAG5482330.1			hypothetical protein			LSCM4_05583	606	201	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	201202	201798	-							LSCM4_05584	597		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	201202	201798	-			KAG5482331.1	hypothetical protein			LSCM4_05584	597		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	201202	201798	-	KAG5482331.1			hypothetical protein			LSCM4_05584	597	198	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	203967	204644	-							LSCM4_05585	678		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	203967	204644	-			KAG5482332.1	hypothetical protein			LSCM4_05585	678		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	203967	204644	-	KAG5482332.1			hypothetical protein			LSCM4_05585	678	225	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	207115	210717	-							LSCM4_05586	3603		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	207115	210717	-			KAG5482333.1	hypothetical protein			LSCM4_05586	3603		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	207115	210717	-	KAG5482333.1			hypothetical protein			LSCM4_05586	3603	1200	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	212791	213780	-							LSCM4_05587	990		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	212791	213780	-			KAG5482334.1	hypothetical protein			LSCM4_05587	990		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	212791	213780	-	KAG5482334.1			hypothetical protein			LSCM4_05587	990	329	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	215882	216823	-							LSCM4_05588	942		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	215882	216823	-			KAG5482335.1	hypothetical protein			LSCM4_05588	942		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	215882	216823	-	KAG5482335.1			hypothetical protein			LSCM4_05588	942	313	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	218282	219265	-							LSCM4_05589	984		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	218282	219265	-			KAG5482336.1	hypothetical protein			LSCM4_05589	984		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	218282	219265	-	KAG5482336.1			hypothetical protein			LSCM4_05589	984	327	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	220740	222113	-							LSCM4_05590	1374		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	220740	222113	-			KAG5482337.1	hypothetical protein			LSCM4_05590	1374		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	220740	222113	-	KAG5482337.1			hypothetical protein			LSCM4_05590	1374	457	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	223248	225431	-							LSCM4_05591	2184		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	223248	225431	-			KAG5482338.1	hypothetical protein			LSCM4_05591	2184		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	223248	225431	-	KAG5482338.1			hypothetical protein			LSCM4_05591	2184	727	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	229254	230480	-							LSCM4_05593	1227		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	229254	230480	-			KAG5482339.1	hypothetical protein			LSCM4_05593	1227		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	229254	230480	-	KAG5482339.1			hypothetical protein			LSCM4_05593	1227	408	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	231786	237314	-							LSCM4_05594	5529		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	231786	237314	-			KAG5482340.1	hypothetical protein			LSCM4_05594	5529		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	231786	237314	-	KAG5482340.1			hypothetical protein			LSCM4_05594	5529	1842	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	241427	244825	-							LSCM4_05596	3399		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	16	CM030447.1	241427	244825	-			KAG5482341.1	hypothetical protein			LSCM4_05596	3399		
