# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	264790	267564	+	KAG5512395.1			hypothetical protein			GH5_08245	2775	924	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	269024	270943	+							GH5_08246	1920		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	269024	270943	+			KAG5512396.1	hypothetical protein			GH5_08246	1920		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	269024	270943	+	KAG5512396.1			hypothetical protein			GH5_08246	1920	639	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	271951	273645	+							GH5_08247	1695		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	271951	273645	+			KAG5512397.1	hypothetical protein			GH5_08247	1695		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	271951	273645	+	KAG5512397.1			hypothetical protein			GH5_08247	1695	564	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	283557	284417	+							GH5_08248	861		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	283557	284417	+			KAG5512398.1	hypothetical protein			GH5_08248	861		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	283557	284417	+	KAG5512398.1			hypothetical protein			GH5_08248	861	286	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	286610	293224	-							GH5_08249	6615		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	286610	293224	-			KAG5512399.1	hypothetical protein			GH5_08249	6615		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	286610	293224	-	KAG5512399.1			hypothetical protein			GH5_08249	6615	2204	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	293990	295588	-							GH5_08250	1599		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	293990	295588	-			KAG5512400.1	hypothetical protein			GH5_08250	1599		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	293990	295588	-	KAG5512400.1			hypothetical protein			GH5_08250	1599	532	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	295840	302532	-							GH5_08251	6693		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	295840	302532	-			KAG5512401.1	hypothetical protein			GH5_08251	6693		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	295840	302532	-	KAG5512401.1			hypothetical protein			GH5_08251	6693	2230	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	304602	307784	-							GH5_08253	3183		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	304602	307784	-			KAG5512402.1	hypothetical protein			GH5_08253	3183		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	304602	307784	-	KAG5512402.1			hypothetical protein			GH5_08253	3183	1060	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	308888	310243	-							GH5_08254	1356		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	308888	310243	-			KAG5512403.1	hypothetical protein			GH5_08254	1356		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	308888	310243	-	KAG5512403.1			hypothetical protein			GH5_08254	1356	451	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	311432	311674	-							GH5_08255	243		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	311432	311674	-			KAG5512404.1	hypothetical protein			GH5_08255	243		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	311432	311674	-	KAG5512404.1			hypothetical protein			GH5_08255	243	80	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	312416	314647	-							GH5_08256	2232		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	312416	314647	-			KAG5512405.1	hypothetical protein			GH5_08256	2232		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	312416	314647	-	KAG5512405.1			hypothetical protein			GH5_08256	2232	743	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	315407	316363	-							GH5_08257	957		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	315407	316363	-			KAG5512406.1	hypothetical protein			GH5_08257	957		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	315407	316363	-	KAG5512406.1			hypothetical protein			GH5_08257	957	318	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	317185	318825	-							GH5_08258	1641		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	317185	318825	-			KAG5512407.1	hypothetical protein			GH5_08258	1641		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	317185	318825	-	KAG5512407.1			hypothetical protein			GH5_08258	1641	546	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	319779	329069	-							GH5_08259	9291		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	319779	329069	-			KAG5512408.1	hypothetical protein			GH5_08259	9291		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	319779	329069	-	KAG5512408.1			hypothetical protein			GH5_08259	9291	3096	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	330547	331905	-							GH5_08260	1359		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	330547	331905	-			KAG5512409.1	hypothetical protein			GH5_08260	1359		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	330547	331905	-	KAG5512409.1			hypothetical protein			GH5_08260	1359	452	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	332784	339212	-							GH5_08261	6429		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	332784	339212	-			KAG5512410.1	hypothetical protein			GH5_08261	6429		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	332784	339212	-	KAG5512410.1			hypothetical protein			GH5_08261	6429	2142	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	341807	345073	-							GH5_08262	3267		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	341807	345073	-			KAG5512411.1	hypothetical protein			GH5_08262	3267		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	341807	345073	-	KAG5512411.1			hypothetical protein			GH5_08262	3267	1088	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	345686	354328	-							GH5_08263	8643		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	345686	354328	-			KAG5512412.1	hypothetical protein			GH5_08263	8643		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	345686	354328	-	KAG5512412.1			hypothetical protein			GH5_08263	8643	2880	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	356143	357324	-							GH5_08264	1182		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	356143	357324	-			KAG5512413.1	hypothetical protein			GH5_08264	1182		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	356143	357324	-	KAG5512413.1			hypothetical protein			GH5_08264	1182	393	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	358203	361154	-							GH5_08265	2952		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	358203	361154	-			KAG5512414.1	hypothetical protein			GH5_08265	2952		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	358203	361154	-	KAG5512414.1			hypothetical protein			GH5_08265	2952	983	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	370571	375133	-							GH5_08267	4563		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	370571	375133	-			KAG5512415.1	hypothetical protein			GH5_08267	4563		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	370571	375133	-	KAG5512415.1			hypothetical protein			GH5_08267	4563	1520	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	375749	379960	-							GH5_08268	4212		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	375749	379960	-			KAG5512416.1	hypothetical protein			GH5_08268	4212		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	375749	379960	-	KAG5512416.1			hypothetical protein			GH5_08268	4212	1403	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	380941	386895	-							GH5_08269	5955		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	380941	386895	-			KAG5512417.1	hypothetical protein			GH5_08269	5955		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	380941	386895	-	KAG5512417.1			hypothetical protein			GH5_08269	5955	1984	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	387566	389797	-							GH5_08270	2232		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	387566	389797	-			KAG5512418.1	hypothetical protein			GH5_08270	2232		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	387566	389797	-	KAG5512418.1			hypothetical protein			GH5_08270	2232	743	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	391682	392788	-							GH5_08271	1107		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	391682	392788	-			KAG5512419.1	hypothetical protein			GH5_08271	1107		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	391682	392788	-	KAG5512419.1			hypothetical protein			GH5_08271	1107	368	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	394007	394798	-							GH5_08272	792		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	394007	394798	-			KAG5512420.1	hypothetical protein			GH5_08272	792		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	394007	394798	-	KAG5512420.1			hypothetical protein			GH5_08272	792	263	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	395413	396069	-							GH5_08273	657		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	395413	396069	-			KAG5512421.1	hypothetical protein			GH5_08273	657		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	395413	396069	-	KAG5512421.1			hypothetical protein			GH5_08273	657	218	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	398376	400448	-							GH5_08274	2073		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	398376	400448	-			KAG5512422.1	hypothetical protein			GH5_08274	2073		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	398376	400448	-	KAG5512422.1			hypothetical protein			GH5_08274	2073	690	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	401018	401998	-							GH5_08275	981		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	401018	401998	-			KAG5512423.1	hypothetical protein			GH5_08275	981		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	401018	401998	-	KAG5512423.1			hypothetical protein			GH5_08275	981	326	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	407005	408912	-							GH5_08276	1908		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	407005	408912	-			KAG5512424.1	hypothetical protein			GH5_08276	1908		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	407005	408912	-	KAG5512424.1			hypothetical protein			GH5_08276	1908	635	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	409584	409898	-							GH5_08277	315		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	409584	409898	-			KAG5512425.1	hypothetical protein			GH5_08277	315		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	409584	409898	-	KAG5512425.1			hypothetical protein			GH5_08277	315	104	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	410398	411375	-							GH5_08278	978		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	410398	411375	-			KAG5512426.1	hypothetical protein			GH5_08278	978		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	410398	411375	-	KAG5512426.1			hypothetical protein			GH5_08278	978	325	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	412111	413352	-							GH5_08279	1242		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	412111	413352	-			KAG5512427.1	hypothetical protein			GH5_08279	1242		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	412111	413352	-	KAG5512427.1			hypothetical protein			GH5_08279	1242	413	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	420439	420777	+							GH5_08280	339		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	420439	420777	+			KAG5512428.1	hypothetical protein			GH5_08280	339		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	3	CM030470.1	420439	420777	+	KAG5512428.1			hypothetical protein			GH5_08280	339	112	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	6290	9364	+							GH5_07620	3075		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	6290	9364	+			KAG5512143.1	hypothetical protein			GH5_07620	3075		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	6290	9364	+	KAG5512143.1			hypothetical protein			GH5_07620	3075	1024	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	11929	12111	+							GH5_07621	183		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	11929	12111	+			KAG5512144.1	hypothetical protein			GH5_07621	183		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	11929	12111	+	KAG5512144.1			hypothetical protein			GH5_07621	183	60	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18106	18342	+							GH5_07623	237		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18106	18342	+			KAG5512145.1	hypothetical protein			GH5_07623	237		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18106	18342	+	KAG5512145.1			hypothetical protein			GH5_07623	237	78	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18850	20184	+							GH5_07624	1335		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18850	20184	+			KAG5512146.1	hypothetical protein			GH5_07624	1335		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	18850	20184	+	KAG5512146.1			hypothetical protein			GH5_07624	1335	444	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	24346	24849	+							GH5_07625	504		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	24346	24849	+			KAG5512147.1	hypothetical protein			GH5_07625	504		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	24346	24849	+	KAG5512147.1			hypothetical protein			GH5_07625	504	167	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	25943	27460	+							GH5_07626	1518		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	25943	27460	+			KAG5512148.1	hypothetical protein			GH5_07626	1518		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	25943	27460	+	KAG5512148.1			hypothetical protein			GH5_07626	1518	505	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	29674	30456	+							GH5_07627	783		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	29674	30456	+			KAG5512149.1	hypothetical protein			GH5_07627	783		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	29674	30456	+	KAG5512149.1			hypothetical protein			GH5_07627	783	260	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	31472	32203	+							GH5_07628	732		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	31472	32203	+			KAG5512150.1	hypothetical protein			GH5_07628	732		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	31472	32203	+	KAG5512150.1			hypothetical protein			GH5_07628	732	243	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	32863	33336	+							GH5_07629	474		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	32863	33336	+			KAG5512151.1	hypothetical protein			GH5_07629	474		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	32863	33336	+	KAG5512151.1			hypothetical protein			GH5_07629	474	157	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	34254	39911	+							GH5_07630	5658		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	34254	39911	+			KAG5512152.1	hypothetical protein			GH5_07630	5658		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	34254	39911	+	KAG5512152.1			hypothetical protein			GH5_07630	5658	1885	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	41096	42883	+							GH5_07631	1788		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	41096	42883	+			KAG5512153.1	hypothetical protein			GH5_07631	1788		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	41096	42883	+	KAG5512153.1			hypothetical protein			GH5_07631	1788	595	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	44196	45230	+							GH5_07632	1035		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	44196	45230	+			KAG5512154.1	hypothetical protein			GH5_07632	1035		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	44196	45230	+	KAG5512154.1			hypothetical protein			GH5_07632	1035	344	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	45874	46872	+							GH5_07633	999		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	45874	46872	+			KAG5512155.1	hypothetical protein			GH5_07633	999		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	45874	46872	+	KAG5512155.1			hypothetical protein			GH5_07633	999	332	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	47769	48245	+							GH5_07634	477		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	47769	48245	+			KAG5512156.1	hypothetical protein			GH5_07634	477		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	47769	48245	+	KAG5512156.1			hypothetical protein			GH5_07634	477	158	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	49408	50718	+							GH5_07635	1311		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	49408	50718	+			KAG5512157.1	hypothetical protein			GH5_07635	1311		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	49408	50718	+	KAG5512157.1			hypothetical protein			GH5_07635	1311	436	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	64994	67117	+							GH5_07637	2124		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	64994	67117	+			KAG5512158.1	hypothetical protein			GH5_07637	2124		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	64994	67117	+	KAG5512158.1			hypothetical protein			GH5_07637	2124	707	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	74553	74816	+							GH5_07639	264		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	74553	74816	+			KAG5512159.1	hypothetical protein			GH5_07639	264		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	74553	74816	+	KAG5512159.1			hypothetical protein			GH5_07639	264	87	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	75086	75352	+							GH5_07640	267		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	75086	75352	+			KAG5512160.1	hypothetical protein			GH5_07640	267		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	75086	75352	+	KAG5512160.1			hypothetical protein			GH5_07640	267	88	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	76412	77476	+							GH5_07641	1065		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	76412	77476	+			KAG5512161.1	hypothetical protein			GH5_07641	1065		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	76412	77476	+	KAG5512161.1			hypothetical protein			GH5_07641	1065	354	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	80381	81163	+							GH5_07642	783		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	80381	81163	+			KAG5512162.1	hypothetical protein			GH5_07642	783		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	80381	81163	+	KAG5512162.1			hypothetical protein			GH5_07642	783	260	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	82769	83641	+							GH5_07643	873		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	82769	83641	+			KAG5512163.1	hypothetical protein			GH5_07643	873		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	82769	83641	+	KAG5512163.1			hypothetical protein			GH5_07643	873	290	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	85612	89841	+							GH5_07644	4230		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	85612	89841	+			KAG5512164.1	hypothetical protein			GH5_07644	4230		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	85612	89841	+	KAG5512164.1			hypothetical protein			GH5_07644	4230	1409	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	90474	91277	+							GH5_07645	804		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	90474	91277	+			KAG5512165.1	hypothetical protein			GH5_07645	804		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	90474	91277	+	KAG5512165.1			hypothetical protein			GH5_07645	804	267	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	91948	93387	+							GH5_07646	1440		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	91948	93387	+			KAG5512166.1	hypothetical protein			GH5_07646	1440		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	91948	93387	+	KAG5512166.1			hypothetical protein			GH5_07646	1440	479	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	94383	100412	+							GH5_07647	6030		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	94383	100412	+			KAG5512167.1	hypothetical protein			GH5_07647	6030		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	94383	100412	+	KAG5512167.1			hypothetical protein			GH5_07647	6030	2009	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	101815	103164	+							GH5_07648	1350		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	101815	103164	+			KAG5512168.1	hypothetical protein			GH5_07648	1350		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	101815	103164	+	KAG5512168.1			hypothetical protein			GH5_07648	1350	449	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	105860	107791	+							GH5_07650	1932		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	105860	107791	+			KAG5512169.1	hypothetical protein			GH5_07650	1932		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	105860	107791	+	KAG5512169.1			hypothetical protein			GH5_07650	1932	643	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	108790	110721	+							GH5_07651	1932		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	108790	110721	+			KAG5512170.1	hypothetical protein			GH5_07651	1932		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	108790	110721	+	KAG5512170.1			hypothetical protein			GH5_07651	1932	643	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	111718	112368	+							GH5_07652	651		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	111718	112368	+			KAG5512171.1	hypothetical protein			GH5_07652	651		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	111718	112368	+	KAG5512171.1			hypothetical protein			GH5_07652	651	216	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	113622	116093	+							GH5_07653	2472		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	113622	116093	+			KAG5512172.1	hypothetical protein			GH5_07653	2472		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	113622	116093	+	KAG5512172.1			hypothetical protein			GH5_07653	2472	823	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	116703	117257	+							GH5_07654	555		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	116703	117257	+			KAG5512173.1	hypothetical protein			GH5_07654	555		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	116703	117257	+	KAG5512173.1			hypothetical protein			GH5_07654	555	184	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	119832	126227	+							GH5_07655	6396		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	119832	126227	+			KAG5512174.1	hypothetical protein			GH5_07655	6396		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	119832	126227	+	KAG5512174.1			hypothetical protein			GH5_07655	6396	2131	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	4	CM030471.1	127032	127601	+							GH5_07656	570		
